,prediction
3300025877_48,facultative
3300029490_13,facultative
3300013136_118,facultative
3300003894_32,facultative
3300027897_32,facultative
3300025603_35,facultative
3300026821_5,facultative
3300024961_4,facultative
3300014963_47,facultative
3300029884_18,facultative
3300010162_57,facultative
3300025071_2,facultative
3300008639_24,facultative
3300014060_48,facultative
3300008096_33,facultative
3300025861_51,anaerobe
3300025949_104,facultative
3300028571_21,facultative
3300000354_4,facultative
3300013132_23,facultative
3300027751_15,facultative
3300022919_6,facultative
3300006317_5,facultative
3300023177_8,facultative
3300012886_6,facultative
3300025462_12,facultative
3300023243_7,facultative
3300017406_22,facultative
3300008481_19,facultative
3300014815_36,facultative
3300028299_10,facultative
3300009826_83,facultative
3300006461_3,facultative
3300008330_3,facultative
3300021561_73,facultative
3300017818_52,facultative
3300025419_8,facultative
3300012437_2,facultative
3300013103_45,facultative
3300028957_6,facultative
3300013294_4,facultative
3300021843_32,facultative
3300025547_33,facultative
3300025609_13,facultative
3300027503_19,facultative
3300029359_7,facultative
3300018427_55,facultative
3300010275_11,facultative
3300029759_10,facultative
3300029524_23,facultative
3300028198_11,facultative
3300024261_31,facultative
3300022177_21,facultative
3300029672_12,facultative
3300013122_68,facultative
3300013138_259,facultative
3300006083_18,facultative
3300028601_73,facultative
3300029239_9,facultative
3300023248_5,facultative
3300029341_19,facultative
3300018035_13,facultative
3300008081_20,facultative
3300020083_62,facultative
3300029241_23,facultative
3300028028_19,facultative
3300029365_34,facultative
3300013704_1,facultative
3300021431_51,facultative
3300001096_38,facultative
3300013127_74,facultative
3300027835_127,facultative
3300014557_4,facultative
3300018430_51,facultative
3300015207_13,facultative
3300020254_7,facultative
3300007190_9,facultative
3300026973_1,facultative
3300025588_4,facultative
3300018475_64,facultative
3300007793_17,facultative
3300025686_8,facultative
3300013136_20,facultative
3300025724_27,facultative
3300029619_9,facultative
3300001679_15,aerobe
3300028169_14,facultative
3300018048_29,facultative
3300027760_15,facultative
3300025459_5,facultative
3300024432_12,facultative
3300025986_27,aerobe
3300014893_2,facultative
3300025657_33,facultative
3300007208_5,facultative
3300027754_74,facultative
3300025075_1,facultative
3300026261_24,facultative
3300006458_5,facultative
3300011832_2,facultative
3300012919_14,facultative
3300005529_50,facultative
3300027623_15,facultative
3300022752_35,facultative
3300029208_9,facultative
3300013103_54,facultative
3300010049_49,facultative
3300014638_7,facultative
3300028593_80,facultative
3300029043_9,facultative
3300025710_7,facultative
3300018015_21,anaerobe
3300018430_60,facultative
3300012950_30,facultative
3300026204_25,facultative
3300029595_15,facultative
3300006051_11,facultative
3300020402_14,facultative
3300014824_26,facultative
3300018080_72,facultative
3300009083_38,facultative
3300007220_33,facultative
3300029859_29,facultative
3300012921_39,facultative
3300025460_15,facultative
3300025705_52,facultative
3300008155_22,facultative
3300029433_15,facultative
3300009083_111,facultative
3300025784_28,facultative
3300020344_16,facultative
3300025261_11,facultative
3300025407_6,facultative
3300024259_26,facultative
3300026200_15,facultative
3300027741_30,facultative
3300025373_32,facultative
3300011519_2,facultative
3300015214_26,facultative
3300024319_3,facultative
3300002934_5,facultative
3300025301_9,facultative
3300025628_22,facultative
3300019487_45,facultative
3300002173_10,facultative
3300005253_25,anaerobe
3300027784_96,facultative
3300021121_1,facultative
3300017419_5,facultative
3300029795_33,facultative
3300027391_15,facultative
3300029332_20,facultative
3300014560_8,facultative
3300007034_1,facultative
3300008756_12,facultative
3300028954_1,facultative
3300012878_5,facultative
3300025302_13,facultative
3300009826_74,facultative
3300029884_23,facultative
3300027606_11,facultative
3300027319_9,facultative
3300013132_83,facultative
3300007952_1,facultative
3300025885_11,facultative
3300008506_48,facultative
3300014515_5,facultative
3300013131_96,facultative
3300019124_6,facultative
3300029880_9,facultative
3300014094_5,facultative
3300000930_16,facultative
3300025596_10,facultative
3300029358_18,facultative
3300027391_26,facultative
3300023201_9,facultative
3300009779_49,facultative
3300012838_1,facultative
3300008478_10,facultative
3300029027_12,facultative
3300021513_13,anaerobe
3300000032_28,facultative
3300029368_9,facultative
3300027863_346,facultative
3300028567_31,anaerobe
3300029440_7,facultative
3300029508_16,facultative
3300002244_4,facultative
3300011163_3,facultative
3300007288_3,facultative
3300025832_12,facultative
3300009540_57,facultative
3300020369_5,facultative
3300007742_7,facultative
3300027975_12,facultative
3300020109_68,facultative
3300025554_1,facultative
3300008089_16,facultative
3300027917_184,facultative
3300025681_7,facultative
3300025724_59,anaerobe
3300029714_35,facultative
3300008283_17,facultative
3300008096_17,facultative
3300015214_24,facultative
3300006463_3,facultative
3300029855_30,facultative
3300009503_105,facultative
3300022895_6,facultative
3300020179_47,facultative
3300027896_53,facultative
3300025657_27,anaerobe
3300029743_26,facultative
3300012812_6,facultative
3300029519_13,facultative
3300011853_1,facultative
3300010309_9,facultative
3300027300_5,aerobe
3300021509_10,facultative
3300027510_54,facultative
3300012263_8,facultative
3300005858_30,facultative
3300004097_91,facultative
3300025161_94,facultative
3300029759_9,facultative
3300026290_13,facultative
3300011636_2,facultative
3300025616_14,facultative
3300025403_3,facultative
3300005662_6,facultative
3300026283_12,facultative
3300012940_36,facultative
3300027365_8,facultative
3300029779_12,facultative
3300029734_17,facultative
3300025508_7,facultative
3300029466_16,facultative
3300008743_25,facultative
3300025684_26,facultative
3300011144_2,facultative
3300012271_15,facultative
3300024054_89,facultative
3300025740_9,facultative
3300025640_17,facultative
3300018080_61,facultative
3300025659_48,facultative
3300008621_25,facultative
3300007317_13,facultative
3300005326_51,facultative
3300007971_3,facultative
3300026302_8,facultative
3300006294_2,facultative
3300029822_35,facultative
3300012083_8,facultative
3300028601_36,facultative
3300017391_23,facultative
3300029730_27,facultative
3300014824_33,facultative
3300025181_2,facultative
3300014721_2,facultative
3300025772_24,facultative
3300026274_3,facultative
3300014060_42,facultative
3300027538_7,facultative
3300013823_2,facultative
3300024218_8,facultative
3300018022_9,facultative
3300029412_15,facultative
3300006502_27,facultative
3300029703_28,facultative
3300024495_1,facultative
3300025530_69,facultative
3300029393_17,facultative
3300029580_8,facultative
3300029928_18,anaerobe
3300029688_17,facultative
3300029235_16,facultative
3300009702_32,facultative
3300027825_9,facultative
3300027797_39,facultative
3300029893_8,facultative
3300027863_292,facultative
3300000115_7,facultative
3300006464_20,facultative
3300020467_29,facultative
3300025497_2,facultative
3300007109_12,facultative
3300029855_23,facultative
3300014824_36,facultative
3300020378_7,facultative
3300000979_11,facultative
3300022137_5,facultative
3300011871_2,facultative
3300011901_1,facultative
3300010279_14,facultative
3300013917_1,facultative
3300022888_27,facultative
3300027653_23,facultative
3300027863_229,facultative
3300025922_27,facultative
3300017971_33,facultative
3300024293_5,facultative
3300017651_10,facultative
3300027819_107,facultative
3300013131_27,facultative
3300017513_16,facultative
3300006255_19,facultative
3300012521_36,anaerobe
3300020166_18,facultative
3300029382_36,facultative
3300029551_18,facultative
3300025666_23,facultative
3300029572_20,facultative
3300029346_9,facultative
3300028084_6,facultative
3300011796_3,facultative
3300023081_26,facultative
3300008089_18,facultative
3300029195_11,facultative
3300008744_26,facultative
3300001594_20,facultative
3300029359_27,facultative
3300027893_50,facultative
3300013947_7,facultative
3300029057_12,facultative
3300007354_28,facultative
3300020295_19,facultative
3300029790_32,facultative
3300020186_43,facultative
3300021091_37,facultative
3300029019_5,facultative
3300025711_33,facultative
3300008621_3,facultative
3300006226_107,facultative
3300013138_12,facultative
3300025809_22,facultative
3300009769_41,facultative
3300029350_13,facultative
3300020215_5,facultative
3300025518_10,facultative
3300008513_13,facultative
3300027742_34,facultative
3300025546_9,facultative
3300027292_2,aerobe
3300029031_13,facultative
3300022928_30,facultative
3300012973_7,facultative
3300007065_6,facultative
3300029315_23,facultative
3300015360_59,facultative
3300025890_51,facultative
3300029519_14,facultative
3300024950_2,facultative
3300014056_5,facultative
3300021426_55,facultative
3300027607_39,facultative
3300013138_81,facultative
3300007810_3,facultative
3300026208_15,facultative
3300011988_43,facultative
3300012813_6,facultative
3300006262_6,facultative
3300025662_30,facultative
3300026311_31,facultative
3300012794_5,facultative
3300008282_23,facultative
3300025536_9,facultative
3300020327_10,facultative
3300021256_69,facultative
3300026288_17,facultative
3300029101_24,facultative
3300007362_17,facultative
3300006498_11,facultative
3300005460_68,facultative
3300020052_29,facultative
3300023169_6,facultative
3300029049_14,facultative
3300013133_52,facultative
3300027770_16,facultative
3300011903_3,facultative
3300029478_18,facultative
3300009503_259,facultative
3300029719_10,facultative
3300025686_15,facultative
3300008268_23,facultative
3300027752_19,facultative
3300027229_5,facultative
3300012919_25,facultative
3300029496_20,facultative
3300021512_18,facultative
3300012115_1,facultative
3300021387_38,facultative
3300022890_9,facultative
3300027692_5,facultative
3300002481_13,facultative
3300029428_32,anaerobe
3300008482_17,facultative
3300018014_9,facultative
3300026157_21,facultative
3300026252_26,facultative
3300010261_12,facultative
3300025720_10,facultative
3300013880_9,anaerobe
3300020430_21,facultative
3300021508_12,facultative
3300007104_6,facultative
3300029365_30,facultative
3300027804_34,facultative
3300026549_69,facultative
3300029876_19,facultative
3300025047_4,facultative
3300029396_10,facultative
3300008363_13,facultative
3300014939_4,facultative
3300029587_10,facultative
3300008734_39,facultative
3300027373_17,facultative
3300008551_11,facultative
3300023179_48,facultative
3300025571_14,facultative
3300029704_10,facultative
3300006464_6,facultative
3300011210_1,facultative
3300020214_53,facultative
3300009779_13,facultative
3300011813_2,facultative
3300014523_6,facultative
3300029034_5,facultative
3300024921_2,facultative
3300027958_26,anaerobe
3300007991_9,facultative
3300011803_2,facultative
3300025379_3,facultative
3300029818_9,facultative
3300013933_1,facultative
3300029357_17,facultative
3300026549_95,facultative
3300028073_7,facultative
3300014007_2,facultative
3300019761_10,facultative
3300022753_107,facultative
3300016445_5,facultative
3300007796_4,facultative
3300005300_12,facultative
3300025864_18,facultative
3300010055_3,facultative
3300021319_19,facultative
3300007853_18,facultative
3300010049_52,facultative
3300011979_10,facultative
3300029515_18,facultative
3300017958_49,facultative
3300029702_24,facultative
3300012067_9,facultative
3300020469_70,facultative
3300008589_25,facultative
3300029232_12,facultative
3300010268_14,facultative
3300008556_4,facultative
3300020051_28,facultative
3300008496_4,facultative
3300021375_20,facultative
3300014545_6,facultative
3300012265_5,facultative
3300006502_5,facultative
3300017473_11,facultative
3300029100_8,facultative
3300017950_28,facultative
3300027230_1,facultative
3300027593_6,facultative
3300027306_8,facultative
3300023171_9,facultative
3300021357_16,facultative
3300008619_11,facultative
3300029042_12,facultative
3300028568_55,facultative
3300009824_17,facultative
3300014071_1,facultative
3300025059_2,facultative
3300007791_26,facultative
3300011977_14,facultative
3300000503_3,facultative
3300027832_74,facultative
3300025277_11,facultative
3300006298_16,facultative
3300001102_19,facultative
3300022736_4,facultative
3300013136_188,facultative
3300025292_22,facultative
3300027893_72,facultative
3300025782_1,facultative
3300029825_30,facultative
3300006739_5,facultative
3300021603_36,facultative
3300008499_4,facultative
